City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather
458,Guanica,PR,17.9716,-66.908,80.98,82,100,3.0,overcast clouds
459,Muleba,TZ,-1.8397,31.6544,70.14,66,100,5.57,overcast clouds
460,Alice Springs,AU,-23.7,133.8833,56.75,58,0,14.09,clear sky
461,Tiverton,GB,50.9,-3.4833,52.66,91,0,3.67,clear sky
462,Wanning,CN,18.8003,110.3967,82.35,81,74,2.35,broken clouds
463,Turukhansk,RU,65.8167,87.9833,36.45,80,96,10.76,overcast clouds
464,Katsuura,JP,35.1333,140.3,71.71,82,73,14.09,broken clouds
465,Hilton Head Island,US,32.2163,-80.7526,79.99,83,90,0.0,light intensity drizzle
466,Dusti,TJ,37.3481,68.664,74.12,25,0,5.88,clear sky
467,Cordoba,AR,-31.4135,-64.1811,68.85,54,75,4.0,broken clouds
468,Biatorbagy,HU,47.4706,18.8189,60.19,68,9,1.48,clear sky
469,Fare,PF,-16.7,-151.0167,81.3,71,81,10.96,broken clouds
470,Vasilyevskiy Mokh,RU,57.0132,35.919,51.51,84,100,4.76,overcast clouds
471,Korla,CN,41.7597,86.1469,79.68,23,98,10.25,overcast clouds
472,Abu Zabad,SD,12.35,29.25,80.94,55,12,6.69,few clouds
473,Gamba,GA,-2.65,10.0,75.22,94,34,4.05,scattered clouds
474,Pimentel,PE,-6.8367,-79.9342,68.29,84,0,4.0,clear sky
475,Manicore,BR,-5.8092,-61.3003,80.28,70,100,2.28,overcast clouds
476,Kavaratti,IN,10.5669,72.642,82.51,80,100,16.96,light rain
477,Bireun,ID,5.203,96.7009,78.12,80,100,3.6,overcast clouds
478,Ostrovnoy,RU,68.0531,39.5131,45.93,70,38,3.22,scattered clouds
479,Camacha,PT,33.0833,-16.3333,62.53,68,75,16.11,broken clouds
480,Praia,CV,14.9215,-23.5087,75.74,64,20,23.02,few clouds
481,Muli,MV,2.9167,73.5667,83.34,76,100,18.01,overcast clouds
482,Kedougou,SN,12.5579,-12.1743,95.58,41,0,4.61,clear sky
483,Vila Velha,BR,-20.3297,-40.2925,73.94,89,40,1.99,scattered clouds
484,Warrnambool,AU,-38.3833,142.4833,51.82,70,100,22.88,overcast clouds
485,Ilula,TZ,-7.6766,36.0366,57.9,93,8,6.17,clear sky
486,Pijao,CO,4.3342,-75.7035,66.79,94,100,4.54,overcast clouds
487,Whitianga,NZ,-36.8333,175.7,63.01,65,61,7.9,broken clouds
488,Belaya Gora,RU,68.5333,146.4167,81.14,26,43,16.55,scattered clouds
489,Makubetsu,JP,45.3714,141.8211,62.31,72,20,26.46,few clouds
490,Ziway,ET,7.9333,38.7167,64.18,79,4,9.73,clear sky
491,Panaba,MX,21.2833,-88.2667,84.15,58,31,14.43,scattered clouds
492,Dalvik,IS,65.9702,-18.5286,49.93,97,100,5.61,overcast clouds
493,Lewiston,US,44.1003,-70.2148,70.72,84,100,3.24,overcast clouds
494,San Juan,AR,-31.5375,-68.5364,71.73,55,96,10.49,overcast clouds
495,Tura,IN,25.5198,90.2201,77.5,91,16,5.68,few clouds
496,Burgeo,CA,47.6167,-57.6152,49.1,99,100,4.54,overcast clouds
497,Verbilki,RU,56.5333,37.6,57.87,83,60,5.55,broken clouds
498,Novo Oriente,BR,-5.5344,-40.7742,72.55,61,3,2.77,clear sky
499,Zharkent,KZ,44.1628,80.0,71.01,49,4,6.91,clear sky
500,Tweed,CA,44.4751,-77.3162,68.99,90,6,5.66,clear sky
501,Agadez,NE,19.75,10.25,87.3,14,0,2.26,clear sky
502,Douglas,US,41.3,-96.167,91.33,27,1,9.19,clear sky
503,Cardston,CA,49.2,-113.3019,81.7,19,26,12.66,scattered clouds
504,Payakumbuh,ID,-0.2202,100.6308,72.95,92,100,3.15,overcast clouds
505,Kirovskaya,RU,46.9748,40.0402,57.56,98,100,3.04,overcast clouds
506,Beaufort,MY,5.3473,115.7455,84.36,70,32,1.74,scattered clouds
507,Acari,PE,-15.4311,-74.6158,66.6,74,6,2.42,clear sky
508,Huaiyin,CN,33.5886,119.0192,80.58,43,0,15.84,clear sky
509,Salina,US,38.8403,-97.6114,77.63,64,0,10.85,clear sky
510,Sakakah,SA,29.9697,40.2064,81.97,19,1,7.85,clear sky
511,Rodez,FR,44.5,2.5833,55.71,100,90,2.06,overcast clouds
512,Tautira,PF,-17.7333,-149.15,84.22,74,24,11.97,few clouds
513,Altagracia De Orituco,VE,9.8601,-66.3814,72.99,94,100,3.44,overcast clouds
514,Seoul,KR,37.5683,126.9778,70.21,77,75,9.08,mist
515,Tomatlan,MX,19.9333,-105.25,86.9,55,92,7.14,overcast clouds
516,Geoagiu,RO,45.9167,23.2,56.12,80,80,0.78,broken clouds
517,Velingara,SN,13.15,-14.1167,83.84,52,84,11.99,broken clouds
518,Foumban,CM,5.7291,10.9001,63.97,98,100,1.52,light rain
519,Sand,DE,50.0,10.6,64.22,94,100,2.46,overcast clouds
520,Lata,PT,40.1629,-8.3327,57.72,87,17,2.33,few clouds
521,Marzuq,YE,14.4,46.4667,75.76,33,7,6.06,clear sky
522,Ossora,RU,59.2353,163.0719,48.87,73,100,5.06,overcast clouds
523,Choa Saidan Shah,PK,32.7201,72.9849,81.16,46,43,4.03,scattered clouds
524,Ixtapa,MX,20.7,-105.2,82.22,81,27,5.99,scattered clouds
525,Green Valley,US,31.8543,-110.9937,100.94,11,7,1.01,clear sky
526,Del Rio,US,29.3627,-100.8968,81.43,57,1,5.01,clear sky
527,Yekaterinovka,RU,52.0508,44.3451,51.51,95,100,15.21,overcast clouds
528,Nhulunbuy,AU,-12.2333,136.7667,81.21,54,75,18.41,broken clouds
529,Inirida,CO,3.8653,-67.9239,74.46,97,99,1.01,moderate rain
530,Santa Rosa,PH,14.3122,121.1114,90.09,78,54,6.91,broken clouds
531,Aketi,CD,2.7388,23.7833,70.65,95,100,1.16,overcast clouds
532,Buraydah,SA,26.326,43.975,91.85,12,69,2.84,broken clouds
533,Alofi,NU,-19.0595,-169.9187,78.69,78,99,12.66,light rain
534,Spring Hill,US,28.4769,-82.5255,79.83,93,100,2.77,overcast clouds
535,Kavieng,PG,-2.5744,150.7967,84.61,71,91,11.16,overcast clouds
536,Jamshedpur,IN,22.8,86.1833,80.42,78,10,0.0,haze
537,Hambantota,LK,6.1241,81.1185,77.34,100,40,13.0,light rain
538,Kamaishi,JP,39.2667,141.8833,65.35,53,100,4.36,overcast clouds
539,Yenagoa,NG,4.9247,6.2642,74.52,96,91,2.33,light rain
540,Muzhi,RU,65.3667,64.6667,55.87,51,100,18.34,overcast clouds
541,Anapskaya,RU,44.89,37.38,61.03,88,40,6.6,scattered clouds
542,Tandil,AR,-37.3217,-59.1332,56.3,81,100,1.99,overcast clouds
543,Milkovo,RU,54.7167,158.6167,55.67,54,100,4.14,overcast clouds
544,Korfovskiy,RU,48.2183,135.0564,60.26,71,76,5.84,broken clouds
545,Raudeberg,NO,61.9875,5.1352,57.2,92,61,6.87,broken clouds
546,Khani,GE,41.9563,42.9566,49.57,84,7,4.59,clear sky
547,Rio Cuarto,AR,-33.1307,-64.3499,50.83,89,100,9.44,overcast clouds
548,Colac,AU,-38.3333,143.5833,51.15,65,100,13.4,overcast clouds
549,Konokovo,RU,44.8616,41.3266,57.79,89,70,3.42,broken clouds
550,Eirunepe,BR,-6.6603,-69.8736,74.55,77,29,1.36,scattered clouds
551,Katima Mulilo,NA,-17.5,24.2667,46.08,56,0,5.39,clear sky
552,Tenenkou,ML,14.4572,-4.9169,95.52,17,4,5.99,clear sky
553,Badarwas,IN,24.9667,77.5667,85.48,46,100,7.31,overcast clouds
554,Shache,CN,38.4167,77.2406,76.98,21,0,11.81,clear sky
555,Namibe,AO,-15.1961,12.1522,70.56,60,0,2.48,clear sky
556,Xuanhua,CN,40.6103,115.0447,71.31,26,0,9.15,clear sky
557,Danielskuil,ZA,-28.1887,23.5395,37.99,53,0,7.0,clear sky
558,Emilio Carranza,MX,19.9711,-96.6114,77.63,90,100,6.87,overcast clouds
559,Ust-Tsilma,RU,65.441,52.1498,59.36,64,2,3.6,clear sky
560,Cuamba,MZ,-14.8031,36.5372,61.84,82,100,8.46,overcast clouds
561,Pacasmayo,PE,-7.4006,-79.5714,66.15,81,100,8.86,overcast clouds
562,Big Spring,US,32.2504,-101.4787,79.29,55,40,5.01,scattered clouds
563,Merida,MX,20.9667,-89.6167,85.01,73,100,6.6,overcast clouds
564,Male,MV,4.1748,73.5089,84.15,79,75,18.41,broken clouds
565,Zhaotong,CN,27.3167,103.7167,61.5,49,92,2.91,overcast clouds
566,Ca Mau,VN,9.1769,105.15,87.3,66,61,7.52,broken clouds
567,Grand Gaube,MU,-20.0064,57.6608,73.38,89,10,4.0,light rain
568,Lumphat,KH,13.4878,106.9816,81.63,82,100,3.71,very heavy rain
569,Kjopsvik,NO,68.097,16.3742,55.17,72,100,2.73,overcast clouds
570,Thun,CH,46.7512,7.6217,61.41,93,99,3.0,overcast clouds
571,Saumur,FR,47.3333,-0.25,53.71,78,40,6.58,scattered clouds
572,Maragogi,BR,-9.0122,-35.2225,75.63,81,0,9.01,clear sky
573,Kathu,TH,7.9178,98.3332,85.62,69,100,12.19,moderate rain
574,Beloha,MG,-25.1667,45.05,62.96,87,10,8.1,clear sky
575,Predivinsk,RU,57.0669,93.4378,48.67,75,100,6.4,light rain
576,Guerrero Negro,MX,27.9769,-114.0611,69.53,60,10,16.6,clear sky
577,Saryg-Sep,RU,51.5,95.6,65.41,73,76,1.32,broken clouds
578,Nyimba,ZM,-14.5566,30.8149,59.07,66,3,7.74,clear sky
579,Mamakan,RU,57.8161,114.0028,76.26,40,100,3.69,overcast clouds
580,Bima,ID,-8.4667,118.7167,84.63,66,14,3.06,few clouds
581,Kunming,CN,25.0389,102.7183,60.73,77,0,8.95,clear sky
582,Hanmer Springs,NZ,-42.5167,172.8167,52.97,69,100,6.58,light rain
583,Port-Gentil,GA,-0.7193,8.7815,79.05,84,89,11.56,overcast clouds
584,San Quintin,MX,30.4833,-115.95,65.75,71,1,7.74,clear sky
585,Pocatello,US,42.8713,-112.4455,86.47,20,96,8.99,overcast clouds
586,Bone,DE,51.9669,12.1396,65.37,83,98,5.66,overcast clouds
587,Nazas,MX,25.2333,-104.1333,86.4,17,48,11.68,scattered clouds
588,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,74.91,35,24,4.9,few clouds
589,Puerto Del Rosario,ES,28.5004,-13.8627,65.95,63,70,18.41,broken clouds
590,Bom Jesus,BR,-9.0744,-44.3586,75.63,56,7,6.08,clear sky
591,Labuhan,ID,-6.8844,112.2051,81.97,79,3,7.07,clear sky
592,Cimarron Hills,US,38.8586,-104.6989,80.98,37,1,5.01,clear sky
593,Victoria Point,AU,-27.5833,153.3,70.09,58,0,1.01,clear sky
594,Lensk,RU,60.7253,114.9278,68.32,51,94,10.25,overcast clouds
595,Kamwenge,UG,0.1866,30.4539,61.21,91,33,0.65,scattered clouds
596,Zhangye,CN,38.9342,100.4517,79.36,10,41,1.61,scattered clouds
597,Linxia,CN,35.6003,103.2064,67.55,32,5,2.17,clear sky
598,Champerico,GT,14.3,-91.9167,85.77,74,96,8.88,overcast clouds
599,Winslow,US,35.0242,-110.6974,84.96,21,91,4.0,overcast clouds
600,Huancavelica,PE,-12.7667,-74.9833,36.72,96,98,1.61,overcast clouds
601,Chimbote,PE,-9.0853,-78.5783,64.13,89,29,8.77,scattered clouds
602,Lenger,KZ,42.183,69.8839,65.64,30,85,7.31,overcast clouds
603,Kabansk,RU,52.0486,106.6528,63.09,35,13,3.6,few clouds
604,Olafsvik,IS,64.8945,-23.7142,47.64,96,100,6.6,overcast clouds
605,Caravelas,BR,-17.7125,-39.2481,72.72,89,55,6.29,broken clouds
606,Havoysund,NO,70.9963,24.6622,45.48,96,100,14.38,overcast clouds
607,Kaeo,NZ,-35.1,173.7833,66.33,74,100,12.53,light rain
608,Vagur,FO,61.4732,-6.8119,48.38,95,72,15.41,broken clouds
609,Phan Thiet,VN,10.9333,108.1,86.31,67,57,10.78,broken clouds
610,Shubarshi,KZ,48.5872,57.1869,61.32,67,94,15.84,overcast clouds
611,Goulburn,AU,-34.75,149.7167,45.64,66,23,9.4,few clouds
612,Kachug,RU,53.9606,105.8817,72.97,31,82,4.12,broken clouds
613,Mayo,US,38.8876,-76.5119,76.39,84,0,6.89,clear sky
614,Moose Factory,CA,51.2585,-80.6094,46.4,93,90,14.97,heavy intensity rain
615,El Alto,PE,-4.2714,-81.2147,66.07,83,27,12.06,scattered clouds
616,Preobrazheniye,RU,42.9019,133.9064,60.19,71,64,12.26,broken clouds
617,Smithers,CA,54.7804,-127.1743,57.52,62,90,5.75,light rain
618,Byron Bay,AU,-28.65,153.6167,66.15,62,26,14.72,scattered clouds
619,Rankovce,MK,42.1696,22.1162,51.67,79,3,4.43,clear sky
620,Brownwood,US,31.7093,-98.9912,73.4,83,100,7.61,overcast clouds
621,Lusambo,CD,-4.9667,23.45,73.54,68,64,1.07,broken clouds
622,Itarema,BR,-2.9248,-39.9167,78.35,79,1,12.28,clear sky
623,Akdepe,TM,42.0551,59.3788,80.69,32,97,10.36,overcast clouds
624,Aleksandrov Gay,RU,50.147,48.5704,56.23,82,100,6.46,overcast clouds
625,Calkini,MX,20.3667,-90.05,86.09,54,100,0.78,overcast clouds
626,Qaqortoq,GL,60.7167,-46.0333,38.88,82,100,5.14,overcast clouds
627,Haines Junction,CA,60.7522,-137.5108,60.75,21,99,5.75,overcast clouds
628,Portland,US,45.5234,-122.6762,79.61,39,11,1.01,few clouds
629,Dolores,AR,-36.3132,-57.6792,56.52,86,100,9.6,light rain
630,Prince Rupert,CA,54.3161,-130.3201,50.09,90,90,12.66,moderate rain
631,Freeport,US,40.6576,-73.5832,69.31,93,76,1.01,broken clouds
632,Bukan,IR,36.521,46.2089,61.54,29,0,5.44,clear sky
633,Clarin,PH,8.2023,123.8582,82.47,72,100,2.59,overcast clouds
634,Russell,US,32.3502,-85.1999,76.71,90,20,3.89,few clouds
635,Ndele,CF,8.4109,20.6473,70.29,92,100,4.52,light rain
636,Tubmanburg,LR,6.8708,-10.8172,75.29,97,100,1.79,overcast clouds
637,Novocheremshansk,RU,54.3571,50.1666,53.56,83,95,9.69,overcast clouds
638,Bosaso,SO,11.2842,49.1816,87.93,57,0,4.65,clear sky
639,Ust-Nera,RU,64.5667,143.2,69.94,32,29,1.68,scattered clouds
640,Edmond,US,35.6528,-97.4781,82.6,75,99,11.48,overcast clouds
641,Homer,US,59.6425,-151.5483,64.08,69,13,8.99,few clouds
642,Tipitapa,NI,12.1973,-86.0971,86.02,62,20,6.91,few clouds
643,Paramonga,PE,-10.6667,-77.8333,64.47,87,30,8.05,scattered clouds
644,Pokhara,NP,28.2333,83.9833,76.37,62,84,2.64,broken clouds
645,Carballo,ES,43.213,-8.691,54.82,92,7,2.06,clear sky
646,Ouahigouya,BF,13.5828,-2.4216,95.38,26,42,16.51,scattered clouds
647,Stokmarknes,NO,68.5646,14.9108,55.49,92,96,3.65,overcast clouds
648,Dubbo,AU,-32.25,148.6167,50.13,81,0,2.3,clear sky
649,Esterhazy,CA,50.65,-102.0843,83.25,57,8,8.41,clear sky
650,Kasongo-Lunda,CD,-6.4667,16.8167,67.6,60,6,1.52,clear sky
651,Ayia Galini,GR,35.1,24.6833,68.85,52,0,9.82,clear sky
652,Roquetas De Mar,ES,36.7642,-2.6148,73.4,73,100,8.63,light rain
653,Logumkloster,DK,55.0594,8.9551,58.93,83,100,9.93,overcast clouds
654,Derzhavinsk,KZ,51.1,66.3167,46.63,49,0,13.89,clear sky
655,Kankan,GN,10.3854,-9.3057,76.42,78,5,5.08,clear sky
656,Pochutla,MX,15.7432,-96.4661,79.09,80,47,3.69,scattered clouds
657,Koster,ZA,-25.863,26.8976,38.3,41,0,6.4,clear sky
658,Batemans Bay,AU,-35.7167,150.1833,59.92,44,0,4.72,clear sky
659,Ojinaga,MX,29.5667,-104.4167,88.75,27,40,16.11,scattered clouds
660,Tortoli,IT,39.9256,9.6572,70.99,61,100,4.85,moderate rain
661,Asfi,MA,32.2994,-9.2372,63.07,79,33,11.14,scattered clouds
662,Port Augusta,AU,-32.5,137.7667,57.7,61,100,4.14,overcast clouds
663,Ngorongoro,TZ,-3.2397,35.4875,48.76,95,93,5.93,overcast clouds
664,Babanka,UA,48.7097,30.4483,54.73,78,51,5.3,broken clouds
665,Quesnel,CA,52.9999,-122.5029,66.7,45,75,0.0,broken clouds
666,Alpena,US,45.0617,-83.4327,78.94,61,7,1.99,clear sky
667,Rocha,UY,-34.4833,-54.3333,63.99,99,100,3.22,heavy intensity rain
668,Hay River,CA,60.8156,-115.7999,62.58,55,75,5.75,broken clouds
669,Jacareacanga,BR,-6.2222,-57.7528,77.59,73,38,1.68,scattered clouds
670,Markova,UA,48.6758,24.4138,50.83,85,83,4.94,broken clouds
671,Cooma,AU,-36.2333,149.1333,37.17,87,0,4.21,clear sky
672,Bossier City,US,32.516,-93.7321,75.15,87,1,3.44,clear sky
673,Xinyu,CN,27.8043,114.9334,74.48,70,1,3.27,clear sky
674,Jiexiu,CN,37.0244,111.9125,78.8,18,0,5.5,clear sky
675,Marga,RO,45.5,22.5167,51.53,77,6,4.21,clear sky
676,Andenes,NO,69.3143,16.1194,50.47,87,90,6.91,overcast clouds
677,Batagay,RU,67.6333,134.6333,81.32,28,100,21.99,overcast clouds
678,Ambon,ID,-3.6954,128.1814,78.94,94,75,12.39,broken clouds
679,Fiumicino,IT,41.7675,12.2291,72.01,67,0,2.3,clear sky
680,Bloemhof,ZA,-27.6469,25.607,39.76,65,0,3.56,clear sky
681,Noyabrsk,RU,63.1994,75.4507,47.97,65,99,11.97,overcast clouds
682,Pinar Del Rio,CU,22.4175,-83.6981,78.03,80,69,1.43,broken clouds
683,Aykhal,RU,66.0,111.5,48.13,38,100,11.68,overcast clouds
684,Sola,VU,-13.8833,167.55,83.07,79,75,0.0,broken clouds
685,Chimore,BO,-16.9833,-65.1333,69.67,94,100,2.95,overcast clouds
686,Frolishchi,RU,56.4211,42.6533,47.95,89,0,6.6,clear sky
687,Kot Samaba,PK,28.5522,70.4684,92.12,39,0,10.2,clear sky
